interest_rate,debt_to_income,term,loan_amount,verified_income,application_type,grade,balance,paid_total,paid_interest,paid_principal,paid_late_fees
10.41,14.8,36,9000,Source Verified,individual,B,8569.99,573.89,143.88,430.01,0
7.34,17.77,36,30000,Source Verified,individual,A,26982.5,3711.73,694.23,3017.5,0
11.99,9.07,36,10000,Source Verified,individual,B,9057.25,1311.75,369,942.75,0
9.93,22.57,36,8000,Not Verified,individual,B,7025.61,1284.99,310.6,974.39,0
9.93,14.04,36,13000,Not Verified,individual,B,11092.05,2472.14,564.19,1907.95,0
17.09,17.66,36,2000,Source Verified,individual,D,0,2049.5226799213,49.52,2000,0
6.72,8.23,36,8000,Source Verified,individual,A,6982.67,1227.01,209.68,1017.33,0
6.72,4.09,36,12000,Source Verified,joint,A,10474,1840.52,314.52,1526,0
13.58,5,60,14300,Source Verified,individual,C,13790.85,967.34,458.19,509.15,0
6.72,9.35,36,12000,Not Verified,individual,A,10474,1840.52,314.52,1526,0
11.98,11.63,36,20000,Source Verified,joint,B,18592.74,1978.99,571.73,1407.26,0
6.08,7.6,36,2200,Verified,joint,A,1917.92,335.05,52.97,282.08,0
19.03,16.6,60,35000,Source Verified,individual,D,33175.76,4449.99,2625.75,1824.24,0
24.85,9.73,60,17500,Not Verified,joint,E,16719.73,2512.28,1732.01,780.27,0
14.08,13.39,36,3500,Not Verified,individual,C,3179.64,476.3,155.94,320.36,0
20.39,8.51,36,12000,Verified,individual,D,11506.93,883.13,390.06,493.07,0
10.42,8.02,36,20000,Source Verified,individual,B,17226.37,3584.92,811.29,2773.63,0
10.41,6.49,36,40000,Source Verified,individual,B,37120.94,3848.96,969.9,2879.06,0
7.96,25.23,36,25000,Source Verified,joint,A,23761.67,1554.84,316.51,1238.33,0
19.03,33.9,60,35000,Verified,individual,D,33552.18,3597,2149.18,1447.82,0
19.42,15.8,60,25000,Verified,individual,D,23976.58,2563.3,1539.88,1023.42,0
9.93,13.2,36,3000,Source Verified,individual,B,2708.87,385.18,94.05,291.13,0
13.58,14.6,36,10000,Not Verified,individual,C,9312.56,1004.13,316.69,687.44,0
10.9,4.29,36,20000,Source Verified,individual,B,18570.6,1949.38,519.98,1429.4,0
7.96,31.89,36,37025,Verified,individual,A,34264.92,3462.28,702.2,2760.08,0
10.42,30.13,60,14900,Source Verified,joint,B,13931.89,1589.72,621.61,968.11,0
20,21.5,36,21075,Verified,individual,D,18841.89,3869.32,1636.21,2233.11,0
19.03,31.76,60,20000,Source Verified,joint,D,19172.64,2055.46,1228.1,827.36,0
14.07,15.92,36,20000,Source Verified,individual,C,19095.25,1352.85,448.1,904.75,0
6.08,15.47,36,5000,Source Verified,individual,A,4488.26,605.82,94.08,511.74,0
7.97,17.1,36,10000,Source Verified,individual,A,9002.87,1248.49,251.36,997.13,0
23.88,19.44,60,25000,Verified,individual,E,24093.55,2836.67,1930.22,906.45,0
10.42,11.95,36,18000,Source Verified,individual,B,15822.16,2989.58,811.74,2177.84,0
7.35,19.29,36,12000,Not Verified,individual,A,10793.17,1484.9,278.07,1206.83,0
14.08,19.71,36,5000,Not Verified,individual,C,4542.33,674.58,216.91,457.67,0
7.35,14.23,36,4800,Not Verified,individual,A,4194.73,742.94,137.67,605.27,0
7.35,37.49,36,4900,Not Verified,individual,A,4282.09,758.45,140.54,617.91,0
13.58,11.23,36,19000,Not Verified,individual,C,18134.14,1355.53,489.67,865.86,0
16.02,24.53,36,35000,Source Verified,individual,C,31883.89,4845.52,1729.41,3116.11,0
25.81,18.95,60,29800,Verified,joint,E,29298.8,1735.03,1233.83,501.2,0
15.04,25.16,36,5000,Source Verified,individual,C,0,5002.4604444444,2.46,5000,0
10.42,5.39,60,35000,Source Verified,individual,B,32725.88,3714.03,1439.91,2274.12,0
13.59,12.37,36,6000,Not Verified,individual,C,5447.28,844.97,292.25,552.72,0
14.08,22.3,36,15000,Not Verified,individual,C,13627.07,2029.53,656.6,1372.93,0
6.72,26.71,36,8000,Not Verified,individual,A,6982.67,1224.03,206.7,1017.33,0
20,15.11,36,8000,Not Verified,joint,D,4757.57,3680.35,437.92,3242.43,0
9.93,13.38,60,18000,Not Verified,individual,B,16816.17,1899.22,715.39,1183.83,0
7.35,5.7,60,35000,Source Verified,individual,A,33044.26,2859.68,903.94,1955.74,0
10.42,27.78,36,15000,Source Verified,joint,B,13185.1,2426.22,611.32,1814.9,0
11.99,28.66,36,30000,Verified,joint,B,26865.2,4332.8,1198,3134.8,0
9.93,66.18,36,35000,Not Verified,joint,B,31603.79,4493.53,1097.32,3396.21,0
11.99,18.42,36,11500,Source Verified,individual,B,10415.86,1519.98,435.84,1084.14,0
10.91,19.97,36,20000,Source Verified,individual,B,17596.2,3257.53,853.73,2403.8,0
7.97,19.36,36,9000,Not Verified,individual,A,7874.47,1405.57,280.04,1125.53,0
10.9,25.14,60,15000,Source Verified,individual,B,14233.06,1216.13,449.19,766.94,0
6.08,8.57,36,10000,Not Verified,individual,A,8717.45,1516.19,233.64,1282.55,0
19.42,15.03,36,4000,Not Verified,individual,D,3833.17,290.64,123.81,166.83,0
13.59,26.12,36,24000,Verified,individual,C,21736.1,3293.88,1029.98,2263.9,0
17.09,14.29,36,7000,Source Verified,individual,D,6227.31,1242.8,470.11,772.69,0
14.07,18.48,36,8000,Verified,individual,C,7453.95,808.59,262.54,546.05,0
20,26.56,36,29975,Source Verified,individual,D,27455.29,4422.61,1902.9,2519.71,0
19.03,8.66,36,1200,Verified,individual,D,1071.08,218.78,89.86,128.92,0
9.92,8.47,36,20000,Source Verified,individual,B,18550.28,1944.83,495.11,1449.72,0
6.07,2.22,36,15000,Source Verified,joint,A,13851.4,1360.31,211.71,1148.6,0
18.45,15.48,36,10000,Verified,individual,D,9360.14,1081.12,441.26,639.86,0
7.35,25.99,36,15000,Not Verified,individual,A,13491.43,1850.03,341.46,1508.57,0
7.96,14.31,36,20000,Not Verified,individual,A,18509.07,1870.24,379.31,1490.93,0
14.08,7.37,60,30000,Not Verified,individual,C,28222.27,3473.03,1695.3,1777.73,0
6.08,6.07,36,8000,Not Verified,individual,A,7181.26,971.98,153.24,818.74,0
10.42,26.79,36,12000,Verified,individual,B,10843.53,1603.47,447,1156.47,0
6.07,22.38,36,10000,Source Verified,joint,A,9032.07,1106.88,138.95,967.93,0
10.91,14.54,36,11000,Source Verified,individual,B,9677.92,1784.97,462.89,1322.08,0
9.92,20.01,36,10000,Source Verified,individual,B,9275.14,923.61,198.75,724.86,0
6.08,17.96,36,7000,Not Verified,joint,A,6283.6,846.93,130.53,716.4,0
9.43,5.87,60,20000,Source Verified,individual,B,19207.22,1247.6,454.82,792.78,0
7.35,7.37,36,30000,Not Verified,individual,A,27744.1,2768.89,512.99,2255.9,0
12.61,15.13,36,17500,Not Verified,individual,C,16690.82,1160.48,351.3,809.18,0
9.93,27.55,36,16000,Verified,joint,B,14051.26,2569.92,621.18,1948.74,0
15.05,0.34,60,40000,Source Verified,individual,C,38630.01,2824.51,1454.52,1369.99,0
13.59,22.71,60,40000,Verified,joint,C,38090.87,3658.8,1749.67,1909.13,0
20.39,11.44,36,5000,Source Verified,individual,D,4689.19,554.8,243.99,310.81,0
11.98,29.35,36,12000,Not Verified,individual,B,11155.65,1187.39,343.04,844.35,0
15.05,19.8,36,3000,Verified,individual,C,2729.18,413.77,142.95,270.82,0
10.42,33.45,36,4800,Source Verified,individual,B,4219.2,776.42,195.62,580.8,0
9.93,21.56,36,1550,Source Verified,individual,B,970.37,624.08,29.45,579.63,15
20,24.54,36,20000,Verified,individual,D,18318.76,3073.13,1391.89,1681.24,0
11.99,9.89,36,16000,Source Verified,individual,B,14105.04,2646.14,751.18,1894.96,0
14.08,35.82,36,26600,Verified,individual,C,23538.73,4529.99,1468.72,3061.27,0
6.71,21.43,36,4000,Not Verified,individual,A,3594.16,488.94,83.1,405.84,0
7.97,27.89,60,10000,Not Verified,individual,A,9449.69,806.09,255.78,550.31,0
14.07,25.98,60,30000,Source Verified,joint,C,0,30636.5858012157,636.59,30000,0
5.32,18.89,36,16000,Not Verified,individual,A,13927.17,2399.74,326.91,2072.83,0
17.09,27.44,36,28000,Verified,joint,D,25545.08,3971.58,1516.66,2454.92,0
7.34,13.56,36,20000,Not Verified,individual,A,18495.86,1853.82,349.68,1504.14,0
17.09,14.38,60,12000,Not Verified,joint,D,11341.91,1442.42,784.33,658.09,0
12.62,7.3,60,25000,Source Verified,individual,C,23776.62,2238.39,1015.01,1223.38,0
28.72,15.34,60,28000,Source Verified,individual,F,27113.29,3491.36,2604.65,886.71,0
14.08,29.26,36,12000,Verified,individual,C,10901.66,1647.09,548.75,1098.34,0
7.35,16.11,36,16550,Source Verified,joint,A,14885.67,2041.16,376.83,1664.33,0
24.84,40.12,60,17600,Source Verified,joint,E,17295.64,981.3,676.94,304.36,0
25.82,14.2,60,24000,Source Verified,individual,E,23175.38,2829.65,2005.03,824.62,0
9.43,30.69,36,5300,Not Verified,individual,B,0,5370.9202921454,70.92,5300,0
15.05,1.84,60,10000,Verified,individual,C,9540.43,935.96,476.39,459.57,0
9.92,33.71,36,11000,Source Verified,joint,B,10202.65,1088.98,291.63,797.35,0
10.42,13,36,7500,Not Verified,individual,B,6777.77,992.36,270.13,722.23,0
6.72,15.59,36,15000,Source Verified,individual,A,13092.56,2300.6,393.16,1907.44,0
9.92,14.54,36,26275,Source Verified,individual,B,24370.44,2511.56,607,1904.56,0
12.62,18.69,36,12000,Verified,individual,C,10878.71,1600.15,478.86,1121.29,0
19.42,24.09,60,16000,Source Verified,individual,D,15512.72,1221.76,734.48,487.28,0
10.91,19.36,36,10000,Source Verified,individual,B,9042.83,1326.07,368.9,957.17,0
18.45,19.28,60,20000,Not Verified,individual,D,19586.28,1005.06,591.34,413.72,0
9.44,16.99,36,24000,Not Verified,individual,B,21057.47,3815.43,872.9,2942.53,0
5.31,24.04,36,18000,Source Verified,individual,A,16606.83,1620.66,227.49,1393.17,0
7.34,4.69,36,10000,Source Verified,individual,A,9247.93,922.83,170.76,752.07,0
29.69,15.55,60,13500,Verified,individual,F,13084.09,1692.3,1276.39,415.91,0
16.02,16.77,36,1000,Source Verified,individual,C,887.94,168.87,56.81,112.06,0
6.72,15.3,36,19000,Not Verified,individual,A,16583.89,2914.11,498,2416.11,0
25.81,22.37,60,35000,Not Verified,individual,E,34107.48,3081.78,2189.26,892.52,0
5.32,14.14,36,11200,Not Verified,individual,A,10041.78,1345.85,187.63,1158.22,0
20.39,25.37,60,28000,Source Verified,individual,D,27451.07,1464.12,915.19,548.93,0
19.42,15.84,36,10000,Verified,individual,D,9582.94,726.59,309.53,417.06,0
13.59,25.61,36,35000,Source Verified,individual,C,30944.76,5919.88,1864.64,4055.24,0
10.91,24.03,36,26000,Source Verified,individual,B,23511.45,3384.64,896.09,2488.55,0
6.71,18.28,36,8000,Source Verified,joint,A,7596.42,488.94,85.36,403.58,0
7.34,20.89,36,15000,Not Verified,individual,A,13871.88,1384.27,256.15,1128.12,0
7.96,9.02,60,16000,Source Verified,individual,A,15341.69,958.21,299.9,658.31,0
5.31,19.53,36,15000,Source Verified,individual,A,13448.6,1802.22,250.82,1551.4,0
6.72,34.02,36,6000,Source Verified,joint,A,5237,920.26,157.26,763,0
6.08,5.52,36,15000,Source Verified,individual,A,13464.86,1822.45,287.31,1535.14,0
18.45,23.04,60,10000,Source Verified,individual,D,9687.32,748.67,435.99,312.68,0
13.59,6.09,60,15000,Verified,individual,C,14284.05,1360.75,644.8,715.95,0
10.42,15.37,36,20000,Verified,individual,B,17580.17,3234.92,815.09,2419.83,0
9.44,15.67,60,16000,Not Verified,individual,B,15151.24,1333.89,485.13,848.76,0
9.93,37.12,36,15000,Verified,joint,B,13173.04,2401.05,574.09,1826.96,0
7.34,25.23,36,6300,Source Verified,individual,A,5826.19,581.39,107.58,473.81,0
17.09,52.78,36,32000,Source Verified,joint,D,29194.38,4508.56,1702.94,2805.62,0
9.43,24.82,60,30000,Source Verified,individual,B,28810.83,1871.4,682.23,1189.17,0
7.97,24.76,36,11000,Source Verified,individual,A,9624.39,1717.88,342.27,1375.61,0
6.08,13.45,36,20000,Not Verified,individual,A,17434.95,3049.23,484.18,2565.05,0
10.41,0.45,36,2500,Not Verified,individual,B,2320.03,242.03,62.06,179.97,0
17.09,56.56,60,18000,Verified,joint,D,17416.15,1327.57,743.72,583.85,0
10.42,13.79,36,3500,Source Verified,individual,B,3162.68,449.45,112.13,337.32,0
10.9,16.78,36,15000,Source Verified,individual,B,13927.93,1462.06,389.99,1072.07,0
7.34,7.37,60,38000,Source Verified,joint,A,36411.95,2260.18,672.13,1588.05,0
9.93,3.66,60,31200,Source Verified,individual,B,29565.21,2604.33,969.54,1634.79,0
16.02,5.24,60,28000,Verified,individual,C,26421.36,3493.27,1914.63,1578.64,0
9.92,10.72,36,14000,Source Verified,individual,B,12985.2,1338.23,323.43,1014.8,0
11.98,11.96,36,7200,Source Verified,individual,B,6693.38,712.45,205.83,506.62,0
6.08,15.01,36,40000,Source Verified,individual,A,34869.96,6172.72,1042.68,5130.04,0
5.32,17.71,36,22000,Source Verified,individual,A,19724.94,2643.62,368.56,2275.06,0
9.93,22.09,60,36000,Source Verified,individual,B,33632.34,3778.58,1410.92,2367.66,0
13.59,27.51,60,30000,Source Verified,individual,C,28568.14,2710.14,1278.28,1431.86,0
9.44,31.94,36,20000,Source Verified,individual,B,18046.03,2549.91,595.94,1953.97,0
10.91,15.46,36,8000,Source Verified,individual,B,7038.49,1303,341.49,961.51,0
9.93,25.79,60,15850,Source Verified,individual,B,15019.52,1323.02,492.54,830.48,0
21.85,15.84,60,16000,Source Verified,individual,D,15698.87,861.66,560.53,301.13,0
21.85,40.7,36,13425,Verified,joint,D,12608.64,1518.71,702.35,816.36,0
10.91,9.87,36,14000,Source Verified,individual,B,12999.56,1356.28,355.84,1000.44,0
13.59,0.97,60,32000,Verified,individual,C,30472.7,2927.04,1399.74,1527.3,0
12.61,10.34,36,20000,Not Verified,individual,C,18605.56,1996.38,601.94,1394.44,0
12.62,19.87,60,20000,Source Verified,individual,C,19021.27,1790.74,812.01,978.73,0
16.02,16.86,36,3000,Verified,individual,C,2732.87,416.7,149.57,267.13,0
10.42,13.33,36,5000,Not Verified,individual,B,4188.63,1004.41,193.04,811.37,0
20,11.72,36,4800,Not Verified,individual,D,4291.38,886.62,378,508.62,0
13.58,19.46,36,7225,Source Verified,individual,C,6728.3,725.51,228.81,496.7,0
12.61,2.74,60,15000,Source Verified,individual,C,14452.23,1004.42,456.65,547.77,0
6.08,7.95,36,10000,Not Verified,individual,A,8717.45,1519.57,237.02,1282.55,0
13.58,26.07,36,2400,Source Verified,individual,C,2290.62,161.27,51.89,109.38,0
7.96,29.59,36,8000,Not Verified,individual,A,7403.61,744.57,148.18,596.39,0
11.99,20.19,36,20000,Source Verified,individual,B,17631.3,3307.68,938.98,2368.7,0
16.01,27.95,36,8000,Source Verified,individual,C,7469.28,829.67,298.95,530.72,0
6.72,11.11,36,24000,Not Verified,individual,A,20948.06,3680.99,629.05,3051.94,0
17.09,16.01,60,16000,Source Verified,individual,D,15303.07,1563.3,866.37,696.93,0
14.08,5.89,60,30000,Source Verified,individual,C,28586.16,2773.73,1359.89,1413.84,0
7.34,19.84,60,20000,Source Verified,individual,A,19444.47,790.34,234.81,555.53,0
7.97,33.82,36,4900,Not Verified,individual,A,4287.18,780.47,167.65,612.82,0
6.72,19.34,36,9000,Not Verified,individual,A,7855.5,1373.76,229.26,1144.5,0
15.04,13.98,36,21000,Verified,individual,C,19586.87,2167.62,754.49,1413.13,0
7.96,36.88,36,5625,Verified,joint,A,5205.66,526.02,106.68,419.34,0
6.08,20.93,36,10000,Not Verified,individual,A,8976.56,1214.98,191.54,1023.44,0
6.08,19.55,36,5000,Not Verified,individual,A,4358.7,758.12,116.82,641.3,0
18.45,28.39,36,22875,Verified,individual,D,21411.35,2473.03,1009.38,1463.65,0
7.97,17.73,36,20000,Not Verified,individual,A,18005.74,2496.98,502.72,1994.26,0
9.44,6.7,60,24000,Not Verified,individual,B,22402.3,2578.7,981,1597.7,0
13.58,19.42,36,21125,Verified,individual,C,19672.75,2137.19,684.94,1452.25,0
10.42,44.15,60,10000,Verified,joint,B,9350.23,1058.28,408.51,649.77,0
7.35,37.45,36,6000,Source Verified,individual,A,5396.56,740.02,136.58,603.44,0
10.91,12.45,36,10000,Not Verified,individual,B,9042.83,1301.82,344.65,957.17,0
7.97,37.92,36,24000,Not Verified,individual,A,21606.89,2996.37,603.26,2393.11,0
10.41,17.83,36,25000,Not Verified,individual,B,23200.57,2405.61,606.18,1799.43,0
21.45,36.9,36,15000,Not Verified,individual,D,0,16079.4218718171,1079.42,15000,0
5.32,8.55,36,15000,Not Verified,individual,A,13056.7,2254.22,310.92,1943.3,0
15.05,30.89,60,14000,Verified,individual,C,13356.64,1322.01,678.65,643.36,0
18.45,2.32,60,13200,Source Verified,individual,D,12787.25,1001.79,589.04,412.75,0
12.61,11.2,36,35000,Verified,individual,C,32559.72,3493.67,1053.39,2440.28,0
21.45,13.42,60,20000,Not Verified,individual,D,19022.42,2671.17,1693.59,977.58,0
9.44,24.09,60,12000,Not Verified,joint,B,11201.13,1242.67,443.8,798.87,0
6.07,17.08,36,18000,Source Verified,individual,A,17083.45,1090.27,173.72,916.55,0
16.02,3.47,36,11500,Source Verified,individual,C,10476.14,1607.44,583.58,1023.86,0
7.34,19.41,36,6000,Not Verified,individual,A,5700.09,369.95,70.04,299.91,0
7.96,16.05,60,28000,Verified,individual,A,26847.96,1676.87,524.83,1152.04,0
13.58,24.41,60,21675,Verified,individual,C,20903.28,1482.57,710.85,771.72,0
9.93,29.38,36,5000,Not Verified,individual,B,4514.8,637.82,152.62,485.2,0
13.59,0.95,36,13000,Source Verified,individual,C,11301.82,2257.1,558.92,1698.18,0
10.41,29.16,36,8800,Not Verified,individual,B,8379.56,566.21,145.77,420.44,0
10.41,25.68,36,10000,Verified,individual,B,9280.21,968.05,248.26,719.79,0
21.85,15.66,36,30000,Not Verified,individual,D,28175.76,3393.75,1569.51,1824.24,0
9.93,8.74,36,24000,Source Verified,individual,B,21671.17,3068.04,739.21,2328.83,0
11.98,34.19,36,7200,Verified,individual,B,6693.38,707.66,201.04,506.62,0
9.44,13.2,36,6000,Source Verified,individual,B,5264.37,957,221.37,735.63,0
6.08,3.1,36,2000,Verified,individual,A,0,2047.0971980639,47.1,2000,0
7.35,7.28,36,20000,Not Verified,individual,A,17988.61,2499.33,487.94,2011.39,0
17.09,30.67,36,2000,Source Verified,individual,D,1779.22,352.25,131.47,220.78,0
19.03,NA,36,6000,Not Verified,joint,D,5488.47,867.43,355.9,511.53,0
15.05,12.83,36,10000,Not Verified,individual,C,9097.26,1379.24,476.5,902.74,0
10.42,11.92,36,4000,Source Verified,individual,B,3516.03,646.98,163.01,483.97,0
7.96,8.01,36,6000,Source Verified,individual,A,5552.72,561.08,113.8,447.28,0
15.05,18.41,36,30000,Source Verified,joint,C,27291.78,4137.72,1429.5,2708.22,0
7.97,8.78,36,40000,Not Verified,individual,A,34997.78,6229.13,1226.91,5002.22,0
13.58,15.4,36,9000,Verified,individual,C,8381.29,903.73,285.02,618.71,0
9.43,9.06,36,9000,Source Verified,individual,B,8120.56,1147.32,267.88,879.44,0
19.03,10.68,36,4200,Source Verified,individual,D,3841.93,611.64,253.57,358.07,0
9.44,36.31,36,7000,Not Verified,individual,B,6316.09,888.82,204.91,683.91,0
11.99,12.54,36,6000,Source Verified,individual,B,5434.35,789.05,223.4,565.65,0
10.41,11.26,36,6700,Source Verified,joint,B,6217.74,644.72,162.46,482.26,0
9.92,31.12,36,1000,Verified,individual,B,927.51,95.59,23.1,72.49,0
7.97,15.24,36,15000,Source Verified,individual,A,13124.17,2342.56,466.73,1875.83,0
9.43,28.66,36,18000,Not Verified,individual,B,16686.05,1718.6,404.65,1313.95,0
6.72,3.35,36,4000,Not Verified,individual,A,3184.73,913.51,98.24,815.27,0
15.04,7.24,36,10000,Source Verified,individual,C,8811.69,1532.19,343.88,1188.31,0
9.44,14.97,36,12000,Not Verified,individual,B,10827.62,1529.95,357.57,1172.38,0
10.91,20.46,36,16800,Source Verified,individual,B,15192,2176.83,568.83,1608,0
16.01,32.4,36,15000,Not Verified,individual,C,13664.35,2083.04,747.39,1335.65,0
10.41,38.46,36,23525,Not Verified,individual,B,21831.74,2263.68,570.42,1693.26,0
16.01,35.35,36,30025,Verified,individual,C,28033.19,3140.51,1148.7,1991.81,0
16.02,19.34,60,29175,Source Verified,individual,C,0,29820.7244059488,645.72,29175,0
14.08,31.74,36,4725,Verified,individual,C,4292.5,643.02,210.52,432.5,0
20,58.06,36,10000,Verified,joint,D,9374.77,1103.81,478.58,625.23,0
7.34,20.59,36,7200,Source Verified,individual,A,6395.73,931.58,127.31,804.27,0
7.97,13.08,36,5000,Not Verified,individual,A,4501.41,624.27,125.68,498.59,0
6.08,21.82,36,40000,Source Verified,individual,A,35906.37,4846.3,752.67,4093.63,0
9.43,16.33,36,24000,Source Verified,individual,B,22248.07,2278.88,526.95,1751.93,0
11.99,31.79,60,20000,Source Verified,individual,B,18750.49,2110.72,861.21,1249.51,0
15.05,17.04,60,25000,Source Verified,individual,C,23851.14,2360.74,1211.88,1148.86,0
11.99,10.87,60,25000,Source Verified,joint,B,23756.73,2190.65,947.38,1243.27,0
20,33.82,36,15000,Verified,individual,D,14062.16,1655.71,717.87,937.84,0
7.35,24.42,36,16000,Verified,individual,A,13982.44,2476.47,458.91,2017.56,0
9.43,10.87,36,20000,Not Verified,individual,B,18540.06,1909.55,449.61,1459.94,0
11.99,28.23,36,15000,Not Verified,individual,B,0,15392.7927112645,392.79,15000,0
18.45,25.38,36,7500,Source Verified,individual,D,7020.11,803.14,323.25,479.89,0
15.05,37.57,36,3000,Source Verified,individual,C,2729.18,413.77,142.95,270.82,0
9.43,9.51,36,2500,Not Verified,individual,B,2317.48,238.72,56.2,182.52,0
9.93,10.28,36,10000,Source Verified,individual,B,9275.24,961.53,236.77,724.76,0
13.59,20.75,60,15600,Source Verified,individual,C,14855.43,1426.94,682.37,744.57,0
5.32,18.68,36,8000,Not Verified,individual,A,7172.71,961.32,134.03,827.29,0
16.02,10.01,36,10000,Not Verified,individual,C,8879.63,1740.55,620.18,1120.37,0
10.41,33.39,36,8000,Not Verified,individual,B,7424.16,774.44,198.6,575.84,0
10.42,8.4,36,10000,Not Verified,individual,B,9036.27,1292.81,329.08,963.73,0
12.62,209.1,60,24000,Source Verified,joint,C,0,24532.7623140582,532.76,24000,0
